text,label
"Awesome. Outstanding acting, story, and music. Same goes for Part II. I'm most impressed with John Cazale as Fredo. John was only in a handful of movies before his death from cancer in 1978, bui they were all great. If not for his premature death, he'd be on just about everyone's short list of the greatest actors, up there with Pacino and De Niro.",positive
Nothing can compare to the Godfather,positive
Great great movie! I loved the three of them,positive
best cartoon ive watched,negative
The granddaddy of all crime movies. with a amazing story and classic cast it still holds up well even today.,positive
"This is so good because every time I watch it I never want the opening sequence to end--there is just so much FAMILY, and HAPPINESS, and BUSINESS, and the place they're in, the Corleone household--oh I wish I could be a part of that, I wish that could last forever...and then the rest of the movie commences and it chills me every time.",positive
The greatest gangster movie ever made.,positive
"What can I say? It's the frickin' Godfather. One of the great stories of a single man's fall from grace, from citizen to criminal kingpin. You genuinely like him before he becomes a murdering bastard.",positive
If there could be a perfect movie,positive
If there could be a perfect movie,positive
"Long, and somewhat gory. I guess I just love the Italian/Sicilian",positive
Onme of these films you can watch over and over agin,positive
"Great, classic movie.",positive
Only watch it once every year or so otherwise you'll forget why it's so good,positive
"An all time classic Mafia movie. Al Pacino is amazing, as is the rest of the cast.",positive
I always crave Italian food after watching,positive
i know i suck but i'd rather watch goodfellas about twenty more times,negative
"definately the best godfather movie, although i enjoyed them all",positive
Does it get any better than this? Engrossing and facinating.,positive
"It has the power to keep you watching for almost three hours: an ability most movies do not possess. But the question is this: does it really deserve the title 'Best movie of all time'? I disagree there. Although interesting and well - displayed, it lacks the power to rank in my Top 10, or even my favourite movies. I cannot stand Al Pacino; let's get that out of the way. He's hyperactive, shouts too much and thinks too little. In every single movie, or most of them, at least. Marlon Brando's cotton - wool - in - cheeks voice may take some getting used to, but he gives the character form like no other could. Coppola is a skilled director and has a good enough view of what will catch the eye. I'm a biggie for script and the realism of the spoken word. That 'nickels and dimes' line is perhaps the most unbelievable ever. The chucking in of Italian terms doesn't fit with the strong American accents some of the family members have adopted. The characters seem to be rather blatantly sexist (in the traditional light), but that's no fault of Coppola's or any of the actors. I understand that Gangsterism is very much a male - dominated world, but there's no need for Michael to be a dickhead to all the women he meets, or for the family to scorn the birth of a female child over that of a male. Kay sticks with Michael ultimately, though he is abusive and rude, despite her actually having a brain and being financially independent. Essentially, <i>The Godfather</i> portrays the 20th century, and is often subtly unfriendly to the female viewer. Not that this should put off any female fans (of which there are many), it just became rather apparent to me personally. Perhaps the movie's prestigious reputation is ultimately it's small downfall in my books. But just because I didn't enjoy it doesn't mean it's a bad film.",negative
Another classic. Gotta love it. How could you not love this movie?,positive
"A classic, and a good representation of the book too!",positive
a unique movie i haver ever seen.,positive
Everyone keeps saying that The Godfather pt II is the best of The Godfather series. But I never found it to be true. The Godfather pt I no doubt has always been the best of the series and is also one of the greatest movie of all time.,positive
"Kaikki parhaat samassa paketissa.. Coppola, Brando, Pacino.. Loistava ohjaus, paljon tilaa nÃ¤yttelijÃ¶ille ja mielenkiintoinen aihe. SivistyksessÃ¤ on paha iso aukko, jos ei ole nÃ¤hnyt KummisetiÃ¤.",positive
Cel mai bun film din toate timpurile!,positive
This tops for its genre. I love the emotional and moving stuff but also love the gansgter movies too. How many times have I watched it? Lost count.,positive
3 films to7fa al pacino the master unlimited stars,positive
The best films ever!,positive
Incredibly engaging story. Some very disturbing imagery that used to haunt me as a child. Wonderfully crafted classic piece of film.,positive
A classic. Need I say more?,positive
one of the best mafia movie ever,positive
Classic. Probably the best done movie of all time. Nothing more to say about this film but utter genius.,positive
Great performance of Brando but even more of Al Pacino who evolves from innocence to godfatherhoold (in all senses). Every single character is very dense and this what also makes this movie remarkable.,positive
It does not get any better then this. What a great movie. Al Pacino is the man.,positive
"Riktigt bra. Man fÃ¥r en hÃ¤ftig inblick i hur en Cosa Nostra-familj (kanske) fungerar. Mycket realistiskt skildrade vÃ¥ldsscener men samtidigt fokus pÃ¥ hur ""familjen"" fungerar.",positive
"I have watched this movie and Godfather II at least 25 times. You need to watch it a few times in order to follow the chronology of the story, which flashes back and forward in time across generations, as if through memories. It's the story of an immigrant family that built its success on crime. What makes the characters so compelling is their familial love for each other and the individual sacrifices that they make for the sake of the family and the American Dream. As depicted through the world of the American Mafia and the succession of Don Corleone's commercial empire through his very different sons Sonny, Michael, and Frankie. Among the great themes intertwined in this trilogy of movies, How many generations does it take to launder ill-gotten gains clean? Intense, dark cinematography, legendary scenes and acting, eerie soundtrack. Must see!",positive
